OID_,Value,Count,bps_aoi,evt_aoi,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
1906,1906,799.000000000000000,2131,9180,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Freshwater Marsh,Riparian
1907,1907,3573.000000000000000,2131,9179,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Floodplain Forest,Riparian
1908,1908,23.000000000000000,1572,9679,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Floodplain Shrubland,Riparian
1909,1909,1.000000000000000,2122,7286,North-Central Oak Barrens,Hardwood,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland
1910,1910,60.000000000000000,2725,7972,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,Eastern Cool Temperate Bush fruit and berries,Agricultural
1911,1911,1.000000000000000,1591,9677,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
1912,1912,1.000000000000000,1600,9183,North-Central Oak Barrens,Hardwood,North-Central Interior Shrub Swamp,Riparian
1913,1913,59.000000000000000,2128,7925,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
1914,1914,127.000000000000000,2124,7394,Northern Tallgrass Prairie,Grassland,North-Central Interior Oak Savanna,Hardwood
1915,1915,20.000000000000000,1585,7295,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1916,1916,2.000000000000000,1609,9679,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
1917,1917,362.000000000000000,2128,9179,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Floodplain Forest,Riparian
1918,1918,13.000000000000000,2117,9182,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Shrub Alkaline Fen,Riparian
1919,1919,85.000000000000000,2118,9178,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior and Appalachian Rich Swamp,Riparian
1920,1920,1.000000000000000,1612,9312,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Northeastern North American Temperate Forest Plantation,Conifer
1921,1921,1.000000000000000,1608,7905,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
1922,1922,21.000000000000000,2128,7298,Central Interior and Appalachian Swamp Systems,Riparian,Developed-High Intensity,Developed-High Intensity
1923,1923,83.000000000000000,2118,9683,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Wet Meadow,Riparian
1924,1924,191.000000000000000,2128,7905,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
1925,1925,1.000000000000000,1603,9679,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Floodplain Shrubland,Riparian
1926,1926,1.000000000000000,2117,9112,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer
1927,1927,35.000000000000000,2117,7239,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1928,1928,1.000000000000000,2122,7970,North-Central Oak Barrens,Hardwood,Eastern Cool Temperate Orchard,Agricultural
1929,1929,1.000000000000000,2118,9177,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
1930,1930,50.000000000000000,2117,7362,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer
1931,1931,1.000000000000000,2117,7238,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood
1932,1932,13.000000000000000,2126,7362,Eastern Great Plains Floodplain Systems,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer
1933,1933,34.000000000000000,1572,7972,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Bush fruit and berries,Agricultural
1934,1934,368.000000000000000,2130,7905,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
1935,1935,1305.000000000000000,2130,9180,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
1936,1936,339.000000000000000,2130,7311,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1937,1937,12.000000000000000,2125,7239,Central Tallgrass Prairie,Grassland,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1938,1938,16.000000000000000,2130,7978,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Wheat,Agricultural
1939,1939,168.000000000000000,2128,7517,Central Interior and Appalachian Swamp Systems,Riparian,Paleozoic Plateau Bluff and Talus Woodland,Hardwood
1940,1940,3.000000000000000,2120,7290,Western Great Plains Wooded Draw and Ravine,Shrubland,North-Central Oak Barrens Herbaceous,Grassland
1941,1941,3.000000000000000,2128,7970,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Orchard,Agricultural
1942,1942,6.000000000000000,2122,9177,North-Central Oak Barrens,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
1943,1943,2.000000000000000,2128,7488,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
1944,1944,66.000000000000000,2118,7295,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1945,1945,2.000000000000000,1572,9182,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Shrub Alkaline Fen,Riparian
1946,1946,1.000000000000000,2122,7238,North-Central Oak Barrens,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood
1947,1947,22.000000000000000,2121,7239,North-Central Interior Oak Savanna,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1948,1948,9.000000000000000,2125,7362,Central Tallgrass Prairie,Grassland,Laurentian-Acadian Northern Pine Forest,Conifer
1949,1949,7.000000000000000,2118,7362,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer
1950,1950,76.000000000000000,1572,7295,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1951,1951,11.000000000000000,2122,7290,North-Central Oak Barrens,Hardwood,North-Central Oak Barrens Herbaceous,Grassland
1952,1952,11.000000000000000,2122,7239,North-Central Oak Barrens,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1953,1953,3.000000000000000,2119,7926,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Developed Evergreen Forest,Developed
1954,1954,17.000000000000000,2126,7239,Eastern Great Plains Floodplain Systems,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1955,1955,15.000000000000000,2128,9312,Central Interior and Appalachian Swamp Systems,Riparian,Northeastern North American Temperate Forest Plantation,Conifer
1956,1956,5.000000000000000,2122,7362,North-Central Oak Barrens,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer
1957,1957,15.000000000000000,2118,7290,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Oak Barrens Herbaceous,Grassland
1958,1958,5.000000000000000,2120,7362,Western Great Plains Wooded Draw and Ravine,Shrubland,Laurentian-Acadian Northern Pine Forest,Conifer
1959,1959,2.000000000000000,2120,7238,Western Great Plains Wooded Draw and Ravine,Shrubland,Laurentian-Acadian Northern Oak Forest,Hardwood
1960,1960,2.000000000000000,2130,7970,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Orchard,Agricultural
1961,1961,3.000000000000000,2119,7362,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer
1962,1962,3.000000000000000,2125,7238,Central Tallgrass Prairie,Grassland,Laurentian-Acadian Northern Oak Forest,Hardwood
1963,1963,2.000000000000000,2120,7239,Western Great Plains Wooded Draw and Ravine,Shrubland,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1964,1964,2.000000000000000,2119,7239,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1965,1965,4.000000000000000,2118,7239,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1966,1966,108.000000000000000,2130,7907,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed
1967,1967,1.000000000000000,2123,7239,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
1968,1968,2.000000000000000,2123,7238,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Laurentian-Acadian Northern Oak Forest,Hardwood
1969,1969,2.000000000000000,2123,7362,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Laurentian-Acadian Northern Pine Forest,Conifer
1970,1970,94.000000000000000,2130,7925,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
1971,1971,17.000000000000000,2130,7928,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Developed Shrubland,Developed
1972,1972,3.000000000000000,2122,9183,North-Central Oak Barrens,Hardwood,North-Central Interior Shrub Swamp,Riparian
1973,1973,1.000000000000000,2118,7238,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood
1974,1974,27.000000000000000,2130,9679,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
1975,1975,52.000000000000000,2130,7927,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
1976,1976,22.000000000000000,2128,7907,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed
1977,1977,2.000000000000000,2126,7926,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
1978,1978,4.000000000000000,2128,7906,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
1979,1979,4.000000000000000,2128,9679,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
1980,1980,3.000000000000000,2118,9682,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Graminoid Alkaline Fen,Riparian
1981,1981,41.000000000000000,2120,7978,Western Great Plains Wooded Draw and Ravine,Shrubland,Eastern Cool Temperate Wheat,Agricultural
1982,1982,9.000000000000000,1564,9679,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Floodplain Shrubland,Riparian
1983,1983,12.000000000000000,2122,7295,North-Central Oak Barrens,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1984,1984,40.000000000000000,2120,7295,Western Great Plains Wooded Draw and Ravine,Shrubland,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1985,1985,26.000000000000000,1563,7972,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Bush fruit and berries,Agricultural
1986,1986,3.000000000000000,1563,9677,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
1987,1987,73.000000000000000,2128,9180,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
1988,1988,9.000000000000000,2130,7412,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1989,1989,29.000000000000000,1563,7290,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Oak Barrens Herbaceous,Grassland
1990,1990,432.000000000000000,1572,7290,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Oak Barrens Herbaceous,Grassland
1991,1991,21.000000000000000,1561,7311,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1992,1992,1.000000000000000,1561,7412,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1993,1993,2.000000000000000,1561,9180,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Freshwater Marsh,Riparian
1994,1994,3.000000000000000,1561,7310,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1995,1995,1.000000000000000,1561,7314,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
1996,1996,3.000000000000000,1583,9182,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior Shrub Alkaline Fen,Riparian
1997,1997,5.000000000000000,2128,9682,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Graminoid Alkaline Fen,Riparian
1998,1998,14.000000000000000,2128,7927,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
1999,1999,38.000000000000000,1579,7286,Central Interior and Appalachian Floodplain Systems,Riparian,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland
2000,2000,132.000000000000000,2126,9177,Eastern Great Plains Floodplain Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
2001,2001,226.000000000000000,1570,9182,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Shrub Alkaline Fen,Riparian
2002,2002,3.000000000000000,1564,7972,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Bush fruit and berries,Agricultural
2003,2003,1.000000000000000,2128,7928,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Shrubland,Developed
2004,2004,2.000000000000000,2128,9183,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Shrub Swamp,Riparian
2005,2005,9.000000000000000,1566,7290,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Oak Barrens Herbaceous,Grassland
2006,2006,275.000000000000000,1585,9182,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Shrub Alkaline Fen,Riparian
2007,2007,4.000000000000000,2118,9183,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Shrub Swamp,Riparian
2008,2008,26.000000000000000,2130,9682,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Graminoid Alkaline Fen,Riparian
2009,2009,9.000000000000000,1583,7972,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Bush fruit and berries,Agricultural
2010,2010,59.000000000000000,2118,7286,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland
2011,2011,12.000000000000000,2128,7286,Central Interior and Appalachian Swamp Systems,Riparian,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland
2012,2012,20.000000000000000,2120,9682,Western Great Plains Wooded Draw and Ravine,Shrubland,North-Central Interior Graminoid Alkaline Fen,Riparian
2013,2013,3.000000000000000,2128,9177,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
2014,2014,1.000000000000000,1579,7971,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Vineyard,Agricultural
2015,2015,1.000000000000000,1564,7290,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Oak Barrens Herbaceous,Grassland
2016,2016,12.000000000000000,1566,9112,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian Jack Pine-Red Pine Forest,Conifer
2017,2017,12.000000000000000,1570,7971,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Vineyard,Agricultural
2018,2018,25.000000000000000,1571,9182,North-Central Oak Barrens,Hardwood,North-Central Interior Shrub Alkaline Fen,Riparian
2019,2019,64.000000000000000,2128,7395,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Oak Barrens Woodland,Hardwood
2020,2020,1.000000000000000,2127,7926,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
2021,2021,30.000000000000000,1562,7310,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
2022,2022,7.000000000000000,1562,7977,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural
2023,2023,10.000000000000000,1562,9315,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood
2024,2024,28.000000000000000,1562,7239,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
2025,2025,15.000000000000000,1562,7362,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Laurentian-Acadian Northern Pine Forest,Conifer
2026,2026,1.000000000000000,1562,9317,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
2027,2027,1.000000000000000,1562,9817,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
2028,2028,2.000000000000000,1562,7314,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
2029,2029,1.000000000000000,1562,7517,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Paleozoic Plateau Bluff and Talus Woodland,Hardwood
2030,2030,1.000000000000000,1562,7975,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
2031,2031,2.000000000000000,1562,9314,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
2032,2032,1.000000000000000,1562,9178,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior and Appalachian Rich Swamp,Riparian
2033,2033,1.000000000000000,1562,9179,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Floodplain Forest,Riparian
2034,2034,1.000000000000000,2126,7290,Eastern Great Plains Floodplain Systems,Riparian,North-Central Oak Barrens Herbaceous,Grassland
2035,2035,4.000000000000000,2130,7395,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Oak Barrens Woodland,Hardwood
2036,2036,20.000000000000000,2130,7295,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
2037,2037,1.000000000000000,2118,9182,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Shrub Alkaline Fen,Riparian
2038,2038,5.000000000000000,2131,7412,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
2039,2039,1.000000000000000,1562,7907,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed
2040,2040,1.000000000000000,1562,7311,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
2041,2041,1.000000000000000,1562,9312,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Northeastern North American Temperate Forest Plantation,Conifer
2042,2042,1.000000000000000,1562,7238,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood
2043,2043,1.000000000000000,2119,7290,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Oak Barrens Herbaceous,Grassland
2044,2044,20.000000000000000,2130,7906,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
2045,2045,225.000000000000000,1582,9182,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Shrub Alkaline Fen,Riparian
2046,2046,21.000000000000000,1575,9182,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Shrub Alkaline Fen,Riparian
2047,2047,3.000000000000000,2130,7517,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Paleozoic Plateau Bluff and Talus Woodland,Hardwood
2048,2048,3.000000000000000,1563,9682,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Graminoid Alkaline Fen,Riparian
2049,2049,1.000000000000000,2128,7412,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
2050,2050,15.000000000000000,1587,9181,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Quartzite Glade,Conifer-Hardwood
2051,2051,7.000000000000000,1570,9181,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Quartzite Glade,Conifer-Hardwood
2052,2052,1.000000000000000,1566,9181,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Quartzite Glade,Conifer-Hardwood
2053,2053,11.000000000000000,1582,7286,Central Interior and Appalachian Swamp Systems,Riparian,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland
2054,2054,1273.000000000000000,2120,7488,Western Great Plains Wooded Draw and Ravine,Shrubland,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
2055,2055,6.000000000000000,2130,7394,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Oak Savanna,Hardwood
2056,2056,34.000000000000000,1563,9182,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Shrub Alkaline Fen,Riparian
2057,2057,257.000000000000000,2131,9314,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
2058,2058,454.000000000000000,2131,9318,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
2059,2059,74.000000000000000,2131,9679,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Floodplain Shrubland,Riparian
2060,2060,283.000000000000000,2131,9683,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Wet Meadow,Riparian
2061,2061,13.000000000000000,2131,9183,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Shrub Swamp,Riparian
2062,2062,145.000000000000000,2131,9178,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior and Appalachian Rich Swamp,Riparian
2063,2063,1.000000000000000,31,9101,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Great Lakes Dune,Sparsely Vegetated
2064,2064,26.000000000000000,2131,7488,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
2065,2065,15.000000000000000,2131,9682,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Graminoid Alkaline Fen,Riparian
2066,2066,3.000000000000000,1566,9182,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Shrub Alkaline Fen,Riparian
2067,2067,6.000000000000000,1579,7394,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Oak Savanna,Hardwood
2068,2068,10.000000000000000,1587,7971,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Cool Temperate Vineyard,Agricultural
2069,2069,1.000000000000000,1585,7972,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Bush fruit and berries,Agricultural
2070,2070,2.000000000000000,1583,7517,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Paleozoic Plateau Bluff and Talus Woodland,Hardwood
2071,2071,1.000000000000000,2123,9682,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Graminoid Alkaline Fen,Riparian
2072,2072,27.000000000000000,1576,9182,Central Tallgrass Prairie,Grassland,North-Central Interior Shrub Alkaline Fen,Riparian
2073,2073,1.000000000000000,1585,7286,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland
2074,2074,2.000000000000000,1566,7394,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Oak Savanna,Hardwood
2075,2075,2.000000000000000,1576,7971,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Vineyard,Agricultural
2076,2076,1.000000000000000,2131,7926,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Cool Temperate Developed Evergreen Forest,Developed
2077,2077,4601.000000000000000,2029,7297,Central Tallgrass Prairie,Grassland,Developed-Medium Intensity,Developed-Medium Intensity
2078,2078,6897.000000000000000,2029,7908,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Herbaceous,Developed
2079,2079,35627.000000000000000,2029,7299,Central Tallgrass Prairie,Grassland,Developed-Roads,Developed-Roads
2080,2080,598557.000000000000000,2029,7974,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Row Crop,Agricultural
2081,2081,1033.000000000000000,2029,9314,Central Tallgrass Prairie,Grassland,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
2082,2082,33039.000000000000000,2029,7977,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Pasture and Hayland,Agricultural
2083,2083,41667.000000000000000,2017,7977,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural
2084,2084,2499.000000000000000,2017,7929,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Herbaceous,Developed
2085,2085,4029.000000000000000,2029,7314,Central Tallgrass Prairie,Grassland,North-Central Interior Maple-Basswood Forest,Hardwood
2086,2086,14327.000000000000000,2029,9179,Central Tallgrass Prairie,Grassland,North-Central Interior Floodplain Forest,Riparian
2087,2087,3006.000000000000000,2029,7909,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Shrubland,Developed
2088,2088,9349.000000000000000,2029,7296,Central Tallgrass Prairie,Grassland,Developed-Low Intensity,Developed-Low Intensity
2089,2089,13490.000000000000000,2017,7296,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed-Low Intensity,Developed-Low Intensity
2090,2090,8711.000000000000000,2017,7908,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed
